seller_id,login,avg_score,positive,negative,neutral
95697858,autofixer,0,0,0,0
86417124,FundacjaFnD,0,0,0,0
126377352,autostarpartslam,0,0,0,0
37350078,cgl-moto,0,0,0,0
126148322,Seolpsa,0,0,0,0
101533335,zabytkoweczesci,0,0,0,0
101237410,b2cmarket,0,0,0,0
135019700,roadstar_pl,0,0,0,0
38124488,saros_poznan,0,0,0,0
126330375,EVRepair,0,0,0,0
7407828,Stas_200705,0,0,0,0
21392974,MOTOBOWIT,0,0,0,0
141631974,marholim,0,0,0,0
116766749,Kbell,0,0,0,0
21472893,Moto-Equip-PRO,0,0,0,0
104355222,MroautoPL2,0,0,0,0
114486028,Happy-Shop_pl,0,0,0,0
22464433,suzuki-ladmar,0,0,0,0
103221306,NordaParts,0,0,0,0
113661607,PartsForYourCar,0,0,0,0
49342508,SOJKA-PARTS,0,0,0,0
101110666,grubygarage_pl,0,0,0,0
4848168,inez-s,0,0,0,0
37963628,MroautoPL,0,0,0,0
104416393,dynexhurt,0,0,0,0
20473594,elementfb,0,0,0,0
92586296,MotorpolWrCupra,0,0,0,0
132540897,tirplas,0,0,0,0
12369734,ESTD,0,0,0,0
6975898,marian1902,0,0,0,0
38245118,BESTOILS,0,0,0,0
131156838,ivecosklep_pl2,0,0,0,0
48835523,webtrucksp,0,0,0,0
21513001,motombi,0,0,0,0
116853430,MB-WrobelParts24,0,0,0,0
85959776,MAGNETICANET,0,0,0,0
119213286,ROVERLAND_PL,0,0,0,0
108072846,PunktOlejowy,0,0,0,0
43426855,dlakierowcy_com1,0,0,0,0
13053245,--car-zone--,0,0,0,0
21103179,PHUAUTO-CENTRUM,0,0,0,0
72212677,SMA_CASTROL,0,0,0,0
6957497,FPHU-EC,0,0,0,0
127399333,AUTOMATYCZNI,0,0,0,0
48986965,ALFA-KAR,0,0,0,0
104779827,gawcar2022,0,0,0,0
117759201,Marooleje,0,0,0,0
100510601,mojafundacja,0,0,0,0
1888118,WDA1,0,0,0,0
108313222,carewayparts,0,0,0,0
3497578,opel-parts,0,0,0,0
79245237,primaparts,0,0,0,0
123505217,czesciodadoz,0,0,0,0
66293998,intervito,0,0,0,0
36993375,Crms,0,0,0,0
50188237,sklepbrocar,0,0,0,0
112971787,gratytanie24h,0,0,0,0
43967467,jbwwpl,0,0,0,0
2198540,VW_AUTORUD,0,0,0,0
133891519,dasoil,0,0,0,0
94972268,Auto_Prima,0,0,0,0
43777359,outlet_czesci,0,0,0,0
103499352,tanietajle-pl,0,0,0,0
82168346,PEACE-Allegro,0,0,0,0
54847785,magnat_24_net,0,0,0,0
29359079,KAEM-BUS,0,0,0,0
42396758,PHDEKO,0,0,0,0
134325087,AD_PARTS,0,0,0,0
45580046,Goball,0,0,0,0
109567036,MP_Auto_Slask,0,0,0,0
49062905,EuroParts1,0,0,0,0
4235703,wbeurocar,0,0,0,0
15692868,agromaolsztyn,0,0,0,0
105416072,czesci-do-wozkow,0,0,0,0
13777742,Gmoto-pl,0,0,0,0
22177080,Brodmir_Parts,0,0,0,0
93932993,oeparts24_pl,0,0,0,0
17642312,moto-fart,0,0,0,0
131664394,JJaosazaz,0,0,0,0
141799445,wda-com-pl,0,0,0,0
45807735,TEILE-PUSZ,0,0,0,0
104230979,VolvoCarWroclaw,0,0,0,0
5594942,TECHSZYMON,0,0,0,0
82881758,TAP-hurt-czesci,0,0,0,0
133473766,kampermax1,0,0,0,0
120899499,KolambusMotors,0,0,0,0
127310380,KrolCzesci_PL,0,0,0,0
21194585,bicar_pl,0,0,0,0
109021845,jjautoczesci,0,0,0,0
136965895,MargoOmodaJaecoo,0,0,0,0
141471210,dlakierowcycom,0,0,0,0
133351591,Apromoparts,0,0,0,0
5085797,agata_jurek,0,0,0,0
48366273,iOleje,0,0,0,0
135436042,mkautocentrum2,0,0,0,0
106802468,MOTORAY_PL,0,0,0,0
128435238,ParisParts,0,0,0,0
12142084,CAR_SERVICE,0,0,0,0
108265202,dorlamp,0,0,0,0
15419563,TRYTON-9,0,0,0,0
41218130,dwumasywroclaw,0,0,0,0
6290748,Q-car,0,0,0,0
111656782,PARTIO,0,0,0,0
105493839,autocentrum16,0,0,0,0
121472136,NordaPartsPL,0,0,0,0
105596795,NordaParts24h,0,0,0,0
103566108,teczesci_pl,0,0,0,0
132252313,shebinbin01,0,0,0,0
16036377,NET_HURT,0,0,0,0
2353901,krzychu_114,0,0,0,0
21301185,oilland,0,0,0,0
114009763,2jb_pl,0,0,0,0
52501185,DELER_PL,0,0,0,0
78372017,FILTRUS24H,0,0,0,0
110375721,MAZDA_LUZAR,0,0,0,0
101533185,IC-KN_Filters,0,0,0,0
34645698,MSMCZ,0,0,0,0
135186874,Lumen_Tech,0,0,0,0
10565727,FHUCarDona,0,0,0,0
50139888,PPHU_RADKON,0,0,0,0
106689240,aso_arpol,0,0,0,0
95641469,incenter-pl-7,0,0,0,0
112117455,dasparts,0,0,0,0
49068895,dosamochodu_pl,0,0,0,0
112205599,Car-D,0,0,0,0
3282941,ALARMHURTT,0,0,0,0
25816871,Xcar24,0,0,0,0
47457996,bmefekt,0,0,0,0
73794316,biooreto,0,0,0,0
40229197,lvt_oswietlenie,0,0,0,0
87568163,MotoGaleria,0,0,0,0
65217931,m-parts_pl,0,0,0,0
58850694,Automoto_Premium,0,0,0,0
44273699,Zmotoryzowani1,0,0,0,0
48932878,BestDealShop,0,0,0,0
116397166,led-rol_pl,0,0,0,0
82166695,plum_shop,0,0,0,0
123642937,ToolsDTF,0,0,0,0
12328597,kampoll2,0,0,0,0
25179264,autogamma,0,0,0,0
43044578,www_kopier_pl,0,0,0,0
14993915,NOWOCAR,0,0,0,0
4851780,MegaLED-Jelcz,0,0,0,0
42625633,smd-led,0,0,0,0
16388307,StrefaAsortyment,0,0,0,0
136341282,GMAXMall,0,0,0,0
160178,dabtuner,0,0,0,0
3592936,krauzez,0,0,0,0
96760859,Xtreme_Store,0,0,0,0
88043530,PRESKO,0,0,0,0
193074,neomax_pl,0,0,0,0
11678024,LINGO_PL,0,0,0,0
100893885,memfis_pl,0,0,0,0
125361529,SKLEPROLNICO,0,0,0,0
86659957,Premium_Service,0,0,0,0
36808923,Decaro24_pl,0,0,0,0
14798846,agmi-tuning-com,0,0,0,0
67916651,MegaLED,0,0,0,0
48467814,CarLightPoland,0,0,0,0
7816727,euro-mastermax,0,0,0,0
3161206,Bartek_Wosik,0,0,0,0
99770307,Electa,0,0,0,0
105472743,Bartycka22A,0,0,0,0
42878488,TSMSHOP,0,0,0,0
16027028,AGMI-SKLEP,0,0,0,0
139913633,SDHKU-PL,0,0,0,0
79464160,BLOW_Electronic,0,0,0,0
139141905,HomeVoo,0,0,0,0
43361793,zemar12A,0,0,0,0
43356928,motoLEDy,0,0,0,0
401960,szumo00,0,0,0,0
104683473,SKLEPLEDY-PL,0,0,0,0
100904733,Oledowani,0,0,0,0
97467729,krispol_,0,0,0,0
121635038,dealinthebox,0,0,0,0
40919380,Outletmarket,0,0,0,0
24256179,TRUCK-SHOP_PL,0,0,0,0
34876075,GPautomobile,0,0,0,0
43081526,MTDBierun,0,0,0,0
139194020,ujiscak,0,0,0,0
33608281,kam-przyczepki,0,0,0,0
76045337,autoparts_polska,0,0,0,0
9278375,kugo_com_pl,0,0,0,0
4082578,grapson,0,0,0,0
7002601,dex5000,0,0,0,0
98065799,ZmotoLED,0,0,0,0
50610347,LEDOWCA,0,0,0,0
2857287,AGMI-CZESTOCHOWA,0,0,0,0
44307132,the_best_place,0,0,0,0
21379456,Be-Smart,0,0,0,0
112470169,LEDOWIK,0,0,0,0
120657599,Begro,0,0,0,0
41780896,BAGURU,0,0,0,0
104558082,agro-baza,0,0,0,0
133473440,Fabryka_Fotonow,0,0,0,0
89973787,autoLEDy,0,0,0,0
5995872,car-art,0,0,0,0
118294535,Trucktech_Hurt,0,0,0,0
5845522,signumsc,0,0,0,0
81853863,ZhiRui,0,0,0,0
22765628,pixel__gsm,0,0,0,0
102911198,MOTOMAKS,0,0,0,0
102437102,MB_GARDEN,0,0,0,0
108905951,markalu,0,0,0,0
137526955,ProOutletPL,0,0,0,0
121677512,LittleFortune,0,0,0,0
3138553,wproczek,0,0,0,0
138186226,AGROCZAK-pl,0,0,0,0
129634745,KaroseriaPiotr,0,0,0,0
43139863,motoSWT,0,0,0,0
41373693,ledxpower,0,0,0,0
42213935,automoti,0,0,0,0
103954013,best4cars_pl,0,0,0,0
141864799,Prime_Partner24,0,0,0,0
43761696,UNITRAILER_EU,0,0,0,0
102699087,Car-inter90,0,0,0,0
137554726,woodcutt,0,0,0,0
127002770,NOVADOO,0,0,0,0
10063188,music-express,0,0,0,0
103925931,Sklep-RGR,0,0,0,0
609516,FIRMA_TRIO,0,0,0,0
48176015,ekstraledy,0,0,0,0
93128014,Hydronin,0,0,0,0
127426911,dasidingsky,0,0,0,0
15676792,Sklep-Kapter,0,0,0,0
140439647,cxhtero,0,0,0,0
24803331,MTD2003,0,0,0,0
114847528,MM__CARS,0,0,0,0
36466243,autokomp_sklep,0,0,0,0
5658514,bim_group,0,0,0,0
620304,autopeka-poleca,0,0,0,0
112417813,marKiza_OUTLET,0,0,0,0
37955075,MAX4_PL,0,0,0,0
45353936,_KLIMBOR_,0,0,0,0
139949835,Official-PolMart,0,0,0,0
104165134,www_KKBM_pl,0,0,0,0
88527827,Osram_SMA,0,0,0,0
96651408,stalm-sklep,0,0,0,0
131633013,Glacimost,0,0,0,0
121491439,Dreka_pl,0,0,0,0
133084269,Aspoeck,0,0,0,0
13079252,e-motoparts_pl,0,0,0,0
134765394,offcamp_com_pl,0,0,0,0
74703914,autolumen_pl,0,0,0,0
103547169,SKLEP_WAZCAR_PL,0,0,0,0
141208712,MajaTech,0,0,0,0
79205533,abserwis2020,0,0,0,0
49547102,motoelektra,0,0,0,0
139421002,xqdexdi,0,0,0,0
12618896,Interlook_pl,0,0,0,0
103306791,ElectroshopTS,0,0,0,0
111840248,GAFAAUTO,0,0,0,0
139865780,CNMKAHJ,0,0,0,0
102373223,azarispolska,0,0,0,0
57159236,plandekowemarpol,0,0,0,0
44524305,AnyTech_pl,0,0,0,0
139673141,kxseliy,0,0,0,0
19663684,bajpolek,0,0,0,0
79808676,LEDforCar,0,0,0,0
76832909,LEDprojektor_pl,0,0,0,0
2926055,Byzik,0,0,0,0
124359585,LIIMOO,0,0,0,0
116350957,Jan-pom,0,0,0,0
43561584,Wojtku4,0,0,0,0
126262338,NETBEX,0,0,0,0
95899113,24HTir,0,0,0,0
132055924,PanCheng4543,0,0,0,0
109889672,MpCommerce,0,0,0,0
4097540,Mateusz055,0,0,0,0
137289600,XIAMENXIAMEN,0,0,0,0
129196111,GD__6,0,0,0,0
47810755,OMEGA_ZONE,0,0,0,0
2630883,gtx3,0,0,0,0
137838863,SKYLEDproducts,0,0,0,0
22719723,StyleBoots,0,0,0,0
92813414,GoodCarLife,0,0,0,0
26713294,Kreft_01,0,0,0,0
20061931,ASO_AUDI_Autorud,0,0,0,0
112970524,AutodilyCZ,0,0,0,0
19327495,Auto-sklep-A1,0,0,0,0
24113014,MBMotors_,0,0,0,0
111697405,Mateusz2Horbi,0,0,0,0
26316745,aditech_sklep,0,0,0,0
45713423,kolapasowe24,0,0,0,0
37544660,moto-store-eu,0,0,0,0
120044016,tel-723-528-168,0,0,0,0
110610480,HorbiSp2,0,0,0,0
10176151,autoczesci1999,0,0,0,0
59616116,auutomotive,0,0,0,0
102013652,Artudatech,0,0,0,0
112310527,Mateusz3Horbi,0,0,0,0
119594007,autogawexbis,0,0,0,0
10120519,brofish,0,0,0,0
1070215,BUBU-PL,0,0,0,0
34232008,TURBORURY,0,0,0,0
5941718,wrzos771,0,0,0,0
22958654,CSRregeneracja,0,0,0,0
91953827,iMotor,0,0,0,0
14172604,75edyta,0,0,0,0
135958946,ciezarowki_pl,0,0,0,0
105237776,MOTORFORDeu,0,0,0,0
331472,GRANDAUTOPL,0,0,0,0
23597732,turbo-serwis,0,0,0,0
16274803,miniu791,0,0,0,0
103297324,CarsenAutoCzesci,0,0,0,0
47249990,Wojtassglowice,0,0,0,0
105095514,TechBlock24,0,0,0,0
42067504,Piter_Parts,0,0,0,0
121422197,Inter-Parts-PL,0,0,0,0
118185551,eWarsztat_01,0,0,0,0
17061881,Elo-Car,0,0,0,0
1678493,expert_auto_pl,0,0,0,0
137897462,E-SklepITD,0,0,0,0
36804836,inter-berg,0,0,0,0
128330310,Silniki_Export,0,0,0,0
112473231,EVme_pl,0,0,0,0
101191179,VehicleRacing,0,0,0,0
110651256,yimeijins,0,0,0,0
690717,daniel-c,0,0,0,0
18983,AAnd,0,0,0,0
132694993,Tel_455-408-400,0,0,0,0
134541440,DANCARS-PARTS,0,0,0,0
122068148,tel_604511666,0,0,0,0
113373326,Autokoma-PL,0,0,0,0
12348846,jamilo1,0,0,0,0
78296324,ASO_VW_AUDI,0,0,0,0
23432491,kkowalczyk4,0,0,0,0
136214484,TruckParts24H,0,0,0,0
113273495,tel-512-460-480,0,0,0,0
4225230,mateusz_ramzes,0,0,0,0
11340299,Henpol_sklep,0,0,0,0
114524613,StreetSound,0,0,0,0
66595197,gtauto3,0,0,0,0
132496603,BraciaSklepPL,0,0,0,0
41304529,aston2015,0,0,0,0
27636165,BMWLDZ,0,0,0,0
102260552,modeus_pl,0,0,0,0
23657231,AG-MAR-SKODA,0,0,0,0
7986252,vw-audi-czesci,0,0,0,0
43558045,TADO_Moto,0,0,0,0
16913935,-autossilniki-,0,0,0,0
112794705,doROLNICZYCH_pl,0,0,0,0
119000687,autobi_pl,0,0,0,0
121202373,CarLine2000,0,0,0,0
44532591,AutoDor2,0,0,0,0
107728603,ArtudatechTT,0,0,0,0
41904659,Turbo-Dpf,0,0,0,0
44921138,-BARTMECH-,0,0,0,0
108187247,yixiangmart,0,0,0,0
3631722,Ciechol2,0,0,0,0
110134986,EUROKIT,0,0,0,0
94645863,Koras_pl,0,0,0,0
130036007,luojuejw,0,0,0,0
125527090,ISV-HURT,0,0,0,0
3587294,darkpolik,0,0,0,0
105336871,TomiTech24,0,0,0,0
134538986,turbina-nowa,0,0,0,0
69260351,bran-pol,0,0,0,0
48108474,twojeczesci24,0,0,0,0
20885570,IVEPARTS,0,0,0,0
5407435,W_M_PERFORMANCE,0,0,0,0
6776721,techtronic5,0,0,0,0
120499728,TEL-575-592-307,0,0,0,0
127619694,DRIVE_czesci,0,0,0,0
63350574,-ProParts-,0,0,0,0
52349945,pansilnik,0,0,0,0
13627614,Thebestford,0,0,0,0
6601335,Merol-czesci,0,0,0,0
104976120,mtparts,0,0,0,0
111656983,czescionline_pl2,0,0,0,0
110848239,twspro,0,0,0,0
123368906,Tnarru,0,0,0,0
135132140,MS_Performance,0,0,0,0
103160899,Route_A4,0,0,0,0
20961417,PHU_DONOCIK,0,0,0,0
137554873,kenwprod,0,0,0,0
7378184,norbi1504,0,0,0,0
115981312,SO-COOL,0,0,0,0
101083671,eCarParts,0,0,0,0
24878029,maniu4na4,0,0,0,0
136209014,SuperBusiarz,0,0,0,0
42372587,blocars,0,0,0,0
138133149,BESTRA,0,0,0,0
122301068,MotoCraft_PL,0,0,0,0
53975830,GALERIATeam,0,0,0,0
110051101,BrumBrumSklep,0,0,0,0
7258728,LK-LEMAR,0,0,0,0
105648988,DIM-SHOP,0,0,0,0
45949561,MASTER-SPORT_DE,0,0,0,0
96601936,auto-mefjuu,0,0,0,0
136683310,Trustworthy8,0,0,0,0
132905747,lichenglin,0,0,0,0
107712244,REGEHAMULCE_2,0,0,0,0
140694837,SoDezaluckhotgo,0,0,0,0
22768966,MOTO_PIASTOW,0,0,0,0
102221098,SMA-MIKODA,0,0,0,0
49233829,Margoczesci,0,0,0,0
136307341,AURA-,0,0,0,0
116302509,record24_eu,0,0,0,0
130531021,KOWADSTORE_pl,0,0,0,0
118099333,SMA-SIEGER,0,0,0,0
141802825,Norix_shop,0,0,0,0
9473088,MARTEC_PL,0,0,0,0
22039937,tato_syna,0,0,0,0
110269797,HuDyCzesci,0,0,0,0
51000468,AutoLandPolska,0,0,0,0
19844429,auto_moto_valdi,0,0,0,0
124649238,Lenshha,0,0,0,0
37018910,motosklep24h,0,0,0,0
101300052,SpeedAutoPart,0,0,0,0
20249760,auto_czescikrak,0,0,0,0
93425359,projektzwo,0,0,0,0
111526725,GrupaCardiag2,0,0,0,0
83347459,wanmot20,0,0,0,0
102929551,okazjelektro,0,0,0,0
4967539,AUTO-HURT,0,0,0,0
97618260,e-automax,0,0,0,0
138610053,MARINE-store,0,0,0,0
6213852,all__media,0,0,0,0
59282573,deler_2,0,0,0,0
23380626,mazdacarparts1,0,0,0,0
128311669,gtstore_pl,0,0,0,0
84396289,MotoFoxter4,0,0,0,0
1078728,Danmag,0,0,0,0
12161065,DrivePartsDebica,0,0,0,0
12765296,tomtom_69,0,0,0,0
139150586,AutoPartsPAP,0,0,0,0
117444702,PlatformaCzesci,0,0,0,0
118072301,OkazjeAmazon,0,0,0,0
4273328,phkrispol,0,0,0,0
107435364,eCarPartsPL,0,0,0,0
47302309,AjansOutlet,0,0,0,0
7341105,fhteresa,0,0,0,0
122084975,warsztat375,0,0,0,0
46739577,doskodyivw,0,0,0,0
46733626,mrdiesel1,0,0,0,0
112864637,PARTLY,0,0,0,0
141758399,AutoBud,0,0,0,0
17114812,eurojapancars_pl,0,0,0,0
109749671,7000obrotow-4,0,0,0,0
42636025,handelek900,0,0,0,0
109184587,MOTICO,0,0,0,0
133951757,Lewian_Express,0,0,0,0
129382883,NTY_,0,0,0,0
43795488,SmA-Zimmermann,0,0,0,0
10149626,matrix412,0,0,0,0
97242576,elektro_wolf,0,0,0,0
15093982,FRANCE-AUTO,0,0,0,0
12329627,FHANDA,0,0,0,0
112985317,3Ccc,0,0,0,0
101076121,Okzajelektro,0,0,0,0
685242,YJK,0,0,0,0
44667801,autoin-pl,0,0,0,0
122777367,TURBO-SHOP,0,0,0,0
135687655,Nowcont,0,0,0,0
112515597,MocnaJazda,0,0,0,0
108932532,motoimpuls,0,0,0,0
21953993,Halpor,0,0,0,0
9904902,Lewian_pl,0,0,0,0
109888943,PINK_TOYS,0,0,0,0
41681675,eAutoSklep,0,0,0,0
105563555,mtwysylkadzis,0,0,0,0
108779753,fuelmk,0,0,0,0
19575996,L-300,0,0,0,0
2024318,lukaszglaz,0,0,0,0
108877850,_RS_SHOP_,0,0,0,0
5784499,szalas82,0,0,0,0
1772608,arekautko,0,0,0,0
10658646,Airlines-,0,0,0,0
5949938,TirCzesci_2006,0,0,0,0
132008651,maXpeedingrodsAL,0,0,0,0
39045387,_TIRczesci_,0,0,0,0
9269927,kalgum,0,0,0,0
110815609,BENZOPARTS,0,0,0,0
124044471,chaozhetechltd,0,0,0,0
107532490,x-tradePL,0,0,0,0
28075625,pneumaticsystemw,0,0,0,0
75646383,ROMBOR_Polska,0,0,0,0
6764617,CAR__MAX,0,0,0,0
49573819,Polski_Ogrod,0,0,0,0
5338217,VIKI-CZESCI,0,0,0,0
4998576,MONIKA_TOM_1,0,0,0,0
42754378,car-olczesci,0,0,0,0
7669694,rafcar7,0,0,0,0
22627040,superseller09,0,0,0,0
118530547,Wielebny3_Czesci,0,0,0,0
12046800,TLUMIKI_MOTO_ART,0,0,0,0
27407048,andresklep,0,0,0,0
28098464,tomifcar,0,0,0,0
105257352,Quality-Parts,0,0,0,0
15967962,simsonbart,0,0,0,0
118673299,EXPERTparts2,0,0,0,0
59297375,AGM4T,0,0,0,0
2911660,kj_janko1,0,0,0,0
92511289,jiaojiaostore,0,0,0,0
27172593,bingocar,0,0,0,0
37039610,sokol-26,0,0,0,0
41074,Kubański,0,0,0,0
46876588,AUTO-DRAG_RBR,0,0,0,0
43253404,mannolhurt,0,0,0,0
103961968,Dragon_parts,0,0,0,0
137900433,XDMOTORS,0,0,0,0
15363396,mototransKC,0,0,0,0
14960088,AS_Auto_Czesci,0,0,0,0
25769434,oemtuning_pl,0,0,0,0
110933470,Glossy-Autoparts,0,0,0,0
101294826,MIPROMAX-TOOLS,0,0,0,0
35896168,Truhpl,0,0,0,0
23849206,pneucars-eu,0,0,0,0
128213491,AMParts_online,0,0,0,0
117050907,GREAT-parts,0,0,0,0
109694572,Rodos_aukcje,0,0,0,0
49341359,ERSA-moto,0,0,0,0
135419594,ForCars-czesci,0,0,0,0
112457041,Autoparts-Store,0,0,0,0
2208195,JPARTS,0,0,0,0
24736426,fastcar24_eu,0,0,0,0
93693286,me4you_pl,0,0,0,0
4908788,seba9540,0,0,0,0
103056265,7000obrotow,0,0,0,0
111631708,601997013,0,0,0,0
132655938,auto_DTM,0,0,0,0
1931952,MONIKA_TOM,0,0,0,0
46231927,InterCars,0,0,0,0
58658928,oplex_pl,0,0,0,0
51963907,530-540-000,0,0,0,0
10576537,NIPPONPARTS,0,0,0,0
11740112,toboly1,0,0,0,0
108072988,Autotivo,0,0,0,0
101047984,KTD-DIRECT,0,0,0,0
2799490,e-car24,0,0,0,0
33298939,AUTOTALSKLEP,0,0,0,0
103814838,NestcarBrend,0,0,0,0
97559407,deler_max,0,0,0,0
87140956,Moto-Psychoza,0,0,0,0
50600383,sma-noweczesci,0,0,0,0
99116390,-Petrolhead-,0,0,0,0
3752362,jacek-lodz,0,0,0,0
122432434,GEMobile,0,0,0,0
7854942,X-KOM_PL,0,0,0,0
125529967,itop_pl,0,0,0,0
91810959,AGD_Media_Market,0,0,0,0
